Id;Unidade;Meta1Mes;Meta1Anual;Meta3Mes;Meta3Anual;TCL;TCT;Parados30;Parados100;AudienciasMes;Audiencias;ProcessosAntigos;ProcessosTotal;AntigosPercentual;TMTCorrente;TMTPeríodo;TMT;TMC;TMCDespacho;TMCDecisao;TMCSentenca;IAD;IADBaixados;IADNovos;DataRecertificacao
3VCv;3 Vara Civel;75,82;60,82;5;58,13;83,55;83,99;11;0;86,4;82,1;250;1808;13,83;1;115;368;0;6;6;7;89,63;1495;1668;28/11/2023
